ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1233749;Name3749;FistName3749;1986-09-23;Ville16;Pays2;NS000003749;;+336##0226774;43;NomVoie353749;;#8593;Ville23;Pays1;1999-02-23 21:11:17;1999-02-23 21:11:17
1248016;Name18016;FistName18016;1947-10-25;Ville21;Pays5;NS000018016;;+336##0743407;8;NomVoie5618016;;#2428;Ville11;Pays1;2013-11-02 22:39:55;2013-11-02 22:39:55
1244143;Name14143;FistName14143;1989-09-21;Ville22;Pays1;NS000014143;;+336##0750256;18;NomVoie4114143;;#5632;Ville19;Pays3;2021-04-10 14:53:19;2021-04-10 14:53:19
1279008;Name49008;FistName49008;1961-07-10;Ville17;Pays2;NS000049008;;+336##0407085;34;NomVoie2549008;;#3409;Ville25;Pays1;2010-04-13 02:49:14;2010-04-13 02:49:14
1242436;Name12436;FistName12436;1993-02-08;Ville20;Pays3;NS000012436;;+336##0122355;75;NomVoie9412436;;#1483;Ville16;Pays2;2009-09-27 22:15:04;2009-09-27 22:15:04
1254070;Name24070;FistName24070;2014-01-17;Ville4;Pays1;NS000024070;;+336##0509550;21;NomVoie9624070;;#3905;Ville7;Pays2;2016-07-14 09:12:47;2016-07-14 09:12:47
1273137;Name43137;FistName43137;1982-07-14;Ville19;Pays1;NS000043137;;+336##0633904;56;NomVoie643137;;#5295;Ville25;Pays1;2009-10-09 19:05:06;2009-10-09 19:05:06
1252975;Name22975;FistName22975;1969-07-17;Ville15;Pays2;NS000022975;;+336##0380020;92;NomVoie3322975;;#3321;Ville24;Pays1;2023-05-08 22:05:09;2023-05-08 22:05:09
1259146;Name29146;FistName29146;1967-03-22;Ville13;Pays1;NS000029146;;+336##0868193;38;NomVoie4229146;;#2400;Ville3;Pays3;2023-06-16 23:52:01;2023-06-16 23:52:01
1230701;Name701;FistName701;1993-03-02;Ville16;Pays2;NS000000701;;+336##0637601;30;NomVoie81701;;#2094;Ville14;Pays2;2018-11-19 14:52:35;2018-11-19 14:52:35
1265537;Name35537;FistName35537;1946-03-20;Ville7;Pays1;NS000035537;;+336##0908839;42;NomVoie7035537;;#2260;Ville19;Pays3;2008-07-15 06:02:47;2008-07-15 06:02:47
1272443;Name42443;FistName42443;1990-10-01;Ville2;Pays1;NS000042443;;+336##0944603;76;NomVoie7042443;;#8030;Ville24;Pays2;2006-04-26 18:19:48;2006-04-26 18:19:48
1232034;Name2034;FistName2034;1938-05-19;Ville4;Pays3;NS000002034;;+336##0155063;65;NomVoie622034;;#7592;Ville2;Pays1;2012-09-24 12:13:49;2012-09-24 12:13:49
1247229;Name17229;FistName17229;2003-10-19;Ville20;Pays2;NS000017229;;+336##0927233;18;NomVoie8917229;;#2009;Ville24;Pays2;2021-11-14 07:39:01;2021-11-14 07:39:01
1273923;Name43923;FistName43923;1933-07-23;Ville11;Pays2;NS000043923;;+336##0321296;62;NomVoie8943923;;#8663;Ville25;Pays1;2003-03-14 20:14:48;2003-03-14 20:14:48
1260827;Name30827;FistName30827;1948-01-12;Ville22;Pays3;NS000030827;;+336##0599105;7;NomVoie8230827;;#5546;Ville8;Pays2;2022-08-07 16:17:27;2022-08-07 16:17:27
1269680;Name39680;FistName39680;1984-06-12;Ville3;Pays2;NS000039680;;+336##0010190;55;NomVoie4739680;;#3548;Ville15;Pays2;1998-03-08 08:32:15;1998-03-08 08:32:15
1267710;Name37710;FistName37710;1960-04-12;Ville7;Pays2;NS000037710;;+336##0044489;78;NomVoie7737710;;#2116;Ville6;Pays2;2007-10-17 02:37:42;2007-10-17 02:37:42
1251166;Name21166;FistName21166;2000-03-16;Ville10;Pays3;NS000021166;;+336##0321355;48;NomVoie9421166;;#2474;Ville20;Pays4;2018-01-21 13:31:14;2018-01-21 13:31:14
1248670;Name18670;FistName18670;2001-09-10;Ville7;Pays4;NS000018670;;+336##0056229;37;NomVoie6518670;;#8495;Ville22;Pays2;2021-02-14 03:02:41;2021-02-14 03:02:41
1245933;Name15933;FistName15933;1956-03-05;Ville23;Pays2;NS000015933;;+336##0179331;39;NomVoie2115933;;#8182;Ville7;Pays2;2001-05-06 06:43:12;2001-05-06 06:43:12
1262066;Name32066;FistName32066;1987-07-05;Ville2;Pays2;NS000032066;;+336##0013479;74;NomVoie5032066;;#4775;Ville2;Pays1;1998-10-23 15:08:37;1998-10-23 15:08:37
1257174;Name27174;FistName27174;1956-11-11;Ville10;Pays2;NS000027174;;+336##0829437;28;NomVoie4627174;;#7519;Ville19;Pays2;2013-02-12 06:17:55;2013-02-12 06:17:55
1240027;Name10027;FistName10027;2001-05-04;Ville4;Pays2;NS000010027;;+336##0046235;55;NomVoie4410027;;#8563;Ville2;Pays4;2023-08-21 13:03:29;2023-08-21 13:03:29
1233235;Name3235;FistName3235;1960-10-13;Ville20;Pays3;NS000003235;;+336##0666908;6;NomVoie23235;;#3271;Ville24;Pays4;2003-04-19 16:17:19;2003-04-19 16:17:19
1279105;Name49105;FistName49105;2007-02-16;Ville4;Pays2;NS000049105;;+336##0294972;45;NomVoie6749105;;#0747;Ville7;Pays2;2022-02-06 03:26:59;2022-02-06 03:26:59
1278135;Name48135;FistName48135;1994-03-20;Ville11;Pays1;NS000048135;;+336##0711653;42;NomVoie5548135;;#5158;Ville25;Pays5;2014-07-27 02:23:47;2014-07-27 02:23:47
1260400;Name30400;FistName30400;1985-05-23;Ville11;Pays1;NS000030400;;+336##0262194;35;NomVoie5030400;;#8669;Ville21;Pays3;2018-01-27 18:27:10;2018-01-27 18:27:10
1248075;Name18075;FistName18075;1976-05-11;Ville3;Pays1;NS000018075;;+336##0531111;60;NomVoie8618075;;#5024;Ville15;Pays2;2023-08-03 17:45:49;2023-08-03 17:45:49
1234077;Name4077;FistName4077;1956-07-02;Ville4;Pays1;NS000004077;;+336##0690588;1;NomVoie24077;;#3288;Ville1;Pays3;1997-09-17 09:35:53;1997-09-17 09:35:53
1246603;Name16603;FistName16603;1946-10-25;Ville25;Pays2;NS000016603;;+336##0027241;7;NomVoie7216603;;#0953;Ville22;Pays1;2014-07-04 09:10:24;2014-07-04 09:10:24
1278689;Name48689;FistName48689;1962-07-09;Ville8;Pays3;NS000048689;;+336##0673833;52;NomVoie348689;;#0802;Ville8;Pays1;2014-06-07 11:40:40;2014-06-07 11:40:40
1250481;Name20481;FistName20481;1992-08-07;Ville3;Pays1;NS000020481;;+336##0907249;61;NomVoie4620481;;#7951;Ville1;Pays3;2022-05-26 14:55:20;2022-05-26 14:55:20
1233570;Name3570;FistName3570;1977-06-04;Ville17;Pays2;NS000003570;;+336##0106101;14;NomVoie683570;;#0559;Ville11;Pays1;2007-03-23 18:22:34;2007-03-23 18:22:34
1260221;Name30221;FistName30221;1948-11-02;Ville6;Pays2;NS000030221;;+336##0388932;64;NomVoie9030221;;#3063;Ville8;Pays1;2003-03-08 02:14:19;2003-03-08 02:14:19
1270952;Name40952;FistName40952;1950-11-03;Ville19;Pays2;NS000040952;;+336##0105134;30;NomVoie2840952;;#1611;Ville24;Pays3;2008-04-03 15:23:02;2008-04-03 15:23:02
1238839;Name8839;FistName8839;2015-06-26;Ville19;Pays1;NS000008839;;+336##0403642;2;NomVoie618839;;#0239;Ville11;Pays5;2013-10-21 22:38:57;2013-10-21 22:38:57
1271774;Name41774;FistName41774;1947-04-18;Ville1;Pays1;NS000041774;;+336##0989593;47;NomVoie6941774;;#8323;Ville24;Pays1;2002-05-08 21:50:03;2002-05-08 21:50:03
1278994;Name48994;FistName48994;1948-03-25;Ville25;Pays1;NS000048994;;+336##0264250;65;NomVoie4948994;;#8999;Ville5;Pays2;2015-07-25 17:22:38;2015-07-25 17:22:38
1260149;Name30149;FistName30149;1991-03-13;Ville12;Pays2;NS000030149;;+336##0490711;48;NomVoie4130149;;#9442;Ville18;Pays3;2016-10-15 05:07:32;2016-10-15 05:07:32
1270566;Name40566;FistName40566;1942-04-18;Ville9;Pays3;NS000040566;;+336##0435598;45;NomVoie9140566;;#1248;Ville6;Pays3;2023-09-06 05:55:10;2023-09-06 05:55:10
1242818;Name12818;FistName12818;1933-03-23;Ville24;Pays3;NS000012818;;+336##0563489;69;NomVoie9612818;;#9546;Ville8;Pays2;2020-11-23 21:37:19;2020-11-23 21:37:19
1273470;Name43470;FistName43470;2005-01-02;Ville24;Pays3;NS000043470;;+336##0009674;53;NomVoie8243470;;#2685;Ville16;Pays3;2010-03-27 01:03:02;2010-03-27 01:03:02
1249971;Name19971;FistName19971;1975-10-07;Ville23;Pays1;;;+336##0104770;24;NomVoie7719971;;#6997;Ville3;Pays4;2001-04-14 09:06:13;2001-04-14 09:06:13
1244263;Name14263;FistName14263;2000-04-02;Ville23;Pays1;NS000014263;;+336##0031893;79;NomVoie8014263;;#8289;Ville8;Pays3;2022-03-01 18:11:48;2022-03-01 18:11:48
1242133;Name12133;FistName12133;1987-09-18;Ville21;Pays2;;;+336##0555401;92;NomVoie8612133;;#6508;Ville18;Pays2;2020-10-23 19:10:42;2020-10-23 19:10:42
