ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1273682;Name43682;FistName43682;1953-03-17;Ville12;Pays2;NS000043682;;+336##0466103;71;NomVoie3343682;;#1251;Ville8;Pays1;2016-03-09 08:32:28;2016-03-09 08:32:28
1253842;Name23842;FistName23842;2009-05-23;Ville19;Pays2;NS000023842;;+336##0515907;1;NomVoie523842;;#6798;Ville1;Pays2;2008-11-07 18:25:20;2008-11-07 18:25:20
1273456;Name43456;FistName43456;1991-05-02;Ville23;Pays1;NS000043456;;+336##0503539;6;NomVoie2643456;;#5194;Ville18;Pays1;2021-09-18 11:24:09;2021-09-18 11:24:09
1235116;Name5116;FistName5116;1957-07-20;Ville19;Pays1;NS000005116;;+336##0975439;89;NomVoie05116;;#5446;Ville9;Pays3;2022-03-12 08:48:50;2022-03-12 08:48:50
1233365;Name3365;FistName3365;1982-06-05;Ville1;Pays1;NS000003365;;+336##0508083;19;NomVoie603365;;#2639;Ville15;Pays1;2012-10-11 20:02:45;2012-10-11 20:02:45
1257537;Name27537;FistName27537;1976-02-09;Ville25;Pays3;NS000027537;;+336##0320577;21;NomVoie9827537;;#0252;Ville5;Pays2;2008-02-22 04:38:46;2008-02-22 04:38:46
1267842;Name37842;FistName37842;2010-08-17;Ville22;Pays3;NS000037842;;+336##0467229;43;NomVoie3037842;;#0436;Ville12;Pays1;2003-06-09 18:03:25;2003-06-09 18:03:25
1249812;Name19812;FistName19812;1985-02-15;Ville12;Pays3;NS000019812;;+336##0036439;9;NomVoie9219812;;#1518;Ville13;Pays1;2009-03-05 04:39:29;2009-03-05 04:39:29
1250032;Name20032;FistName20032;1991-10-01;Ville17;Pays2;NS000020032;;+336##0563875;14;NomVoie9220032;;#8747;Ville24;Pays2;2020-03-07 01:21:07;2020-03-07 01:21:07
1257577;Name27577;FistName27577;1993-07-09;Ville22;Pays2;NS000027577;;+336##0357004;20;NomVoie6027577;;#2969;Ville3;Pays2;2001-06-11 13:28:48;2001-06-11 13:28:48
1251646;Name21646;FistName21646;1996-02-12;Ville13;Pays2;NS000021646;;+336##0988013;89;NomVoie421646;;#7926;Ville9;Pays1;2003-07-03 07:51:56;2003-07-03 07:51:56
1279555;Name49555;FistName49555;2001-05-01;Ville6;Pays1;NS000049555;;+336##0290070;89;NomVoie749555;;#2915;Ville5;Pays1;2004-09-08 08:54:12;2004-09-08 08:54:12
1275993;Name45993;FistName45993;1955-11-25;Ville9;Pays2;NS000045993;;+336##0345778;81;NomVoie4445993;;#8271;Ville5;Pays2;2009-10-26 18:07:53;2009-10-26 18:07:53
1251939;Name21939;FistName21939;1982-08-27;Ville5;Pays2;NS000021939;;+336##0338819;37;NomVoie5221939;;#6840;Ville25;Pays1;2023-07-20 19:43:50;2023-07-20 19:43:50
1250244;Name20244;FistName20244;2013-10-07;Ville6;Pays2;NS000020244;;+336##0589349;6;NomVoie2220244;;#2660;Ville1;Pays2;2001-05-20 14:51:50;2001-05-20 14:51:50
1271474;Name41474;FistName41474;1930-06-14;Ville13;Pays3;NS000041474;;+336##0578908;10;NomVoie3141474;;#5549;Ville8;Pays3;1998-11-15 12:14:37;1998-11-15 12:14:37
